# Production's answers for src/ng/paralog/production_parity.rs — frozen at promotion plan step C4.
#
# Every value below was computed by production's paralog filter — src/paralog/ and
# src/var_calling/paralog_filter/calibrate.rs — at commit d9e7b076, on the inputs the named
# test in production_parity.rs builds, by that test instrumented to write out what production
# returned. ng's copy agreed with each value at that commit, within the tolerances the test states.
#
# Format: one `key<TAB>value` per line. The key's first segment names the test's section.
# An f64 is its IEEE-754 bit pattern as 16 hex digits, so NaN and -0.0 survive; an Option<f64>
# is that or `none`; counts are decimal; booleans are `true`/`false`. A probe ratio or target
# in a key is written with Rust's `{:?}`.
sweep/1/0/ratio	405547d44ed9aa32
sweep/2/135/ratio	c045063ffd79fa68
sweep/2/135/real_variant	c0585d1d33af8f12
sweep/2/135/hidden_paralog	c061701e99364623
sweep/2/135/samples_used	2
sweep/2/135/confident_homalt_carriers	1
sweep/2/136/ratio	4051149109664c38
sweep/2/136/real_variant	c0821580f6d1e37c
sweep/2/136/hidden_paralog	c07fe5ddab4a33ea
sweep/2/136/samples_used	2
sweep/2/136/confident_homalt_carriers	0
sweep/2/137/ratio	403263c22e6679e0
sweep/2/137/real_variant	c07036e418fbd999
sweep/2/137/hidden_paralog	c06e214fec2ae3f6
sweep/2/137/samples_used	1
sweep/2/137/confident_homalt_carriers	0
sweep/2/138/ratio	c054534e7e2a0f69
sweep/2/138/real_variant	c0439d330a45f64c
sweep/2/138/hidden_paralog	c05e21e8034d0a8f
sweep/2/138/samples_used	2
sweep/2/138/confident_homalt_carriers	1
sweep/2/139/ratio	c065e68fee25b7de
sweep/2/139/real_variant	c0687e3d7c266fd0
sweep/2/139/hidden_paralog	c0773266b52613d7
sweep/2/139/samples_used	2
sweep/2/139/confident_homalt_carriers	1
sweep/2/140/ratio	c04320e40c3ffa08
sweep/2/140/real_variant	c065552e66474f5b
sweep/2/140/hidden_paralog	c06a1d6769574ddd
sweep/2/140/samples_used	2
sweep/2/140/confident_homalt_carriers	1
sweep/2/141/ratio	403fcb29a7b3a050
sweep/2/141/real_variant	c0739289eb791f0a
sweep/2/141/hidden_paralog	c07195d750fde505
sweep/2/141/samples_used	2
sweep/2/141/confident_homalt_carriers	0
sweep/2/142/ratio	406e0d5470556e88
sweep/2/142/real_variant	c0705c1e7de53462
sweep/2/142/hidden_paralog	c03557445ba7d1dc
sweep/2/142/samples_used	2
sweep/2/142/confident_homalt_carriers	0
sweep/2/143/ratio	403e498545a94ac0
sweep/2/143/real_variant	c068d22a581e97ce
sweep/2/143/hidden_paralog	c06508f9af696e76
sweep/2/143/samples_used	2
sweep/2/143/confident_homalt_carriers	0
sweep/2/144/ratio	4093af4f01c4227f
sweep/2/144/real_variant	c097c2034c93028a
sweep/2/144/hidden_paralog	c0704ad12b3b802b
sweep/2/144/samples_used	2
sweep/2/144/confident_homalt_carriers	0
sweep/2/145/ratio	40213d30b3f36a50
sweep/2/145/real_variant	c0690705dbea98cd
sweep/2/145/hidden_paralog	c067f332d0ab6228
sweep/2/145/samples_used	2
sweep/2/145/confident_homalt_carriers	0
sweep/2/146/ratio	0000000000000000
sweep/2/146/real_variant	0000000000000000
sweep/2/146/hidden_paralog	0000000000000000
sweep/2/146/samples_used	0
sweep/2/146/confident_homalt_carriers	0
sweep/2/147/ratio	4042017935e7a304
sweep/2/147/real_variant	c059e73a7aee513b
sweep/2/147/hidden_paralog	c050e67ddffa7fb9
sweep/2/147/samples_used	2
sweep/2/147/confident_homalt_carriers	0
sweep/2/148/ratio	402399a6413be6a6
sweep/2/148/real_variant	c028d2be35f298f5
sweep/2/148/hidden_paralog	c004e45fd2dac93e
sweep/2/148/samples_used	1
sweep/2/148/confident_homalt_carriers	0
sweep/2/149/ratio	4021cfa726283d9a
sweep/2/149/real_variant	c03096c83a7790d8
sweep/2/149/hidden_paralog	c01ebbd29d8dc82b
sweep/2/149/samples_used	2
sweep/2/149/confident_homalt_carriers	0
sweep/2/150/ratio	bfeeb81cc191ed00
sweep/2/150/real_variant	c06a8fe08da3a020
sweep/2/150/hidden_paralog	c06aae98aa65320d
sweep/2/150/samples_used	1
sweep/2/150/confident_homalt_carriers	0
sweep/2/151/ratio	c051a99d678562aa
sweep/2/151/real_variant	c036a434531f3d57
sweep/2/151/hidden_paralog	c05752aa7c4d3200
sweep/2/151/samples_used	1
sweep/2/151/confident_homalt_carriers	1
sweep/2/152/ratio	0000000000000000
sweep/2/152/real_variant	0000000000000000
sweep/2/152/hidden_paralog	0000000000000000
sweep/2/152/samples_used	0
sweep/2/152/confident_homalt_carriers	0
sweep/2/153/ratio	40700d536574e65b
sweep/2/153/real_variant	c0709c117702975c
sweep/2/153/hidden_paralog	c021d7c231b6201e
sweep/2/153/samples_used	1
sweep/2/153/confident_homalt_carriers	0
sweep/2/154/ratio	4030d32ecdc8e654
sweep/2/154/real_variant	c041c99ded444b3c
sweep/2/154/hidden_paralog	c032c00d0cbfb024
sweep/2/154/samples_used	2
sweep/2/154/confident_homalt_carriers	1
sweep/2/155/ratio	404e6afc655b263c
sweep/2/155/real_variant	c071ab846a1a4081
sweep/2/155/hidden_paralog	c06bbc49baddb773
sweep/2/155/samples_used	2
sweep/2/155/confident_homalt_carriers	0
sweep/2/156/ratio	40318a6f38414c98
sweep/2/156/real_variant	c06fce9a2373a397
sweep/2/156/hidden_paralog	c06d9d4c3c6b7a04
sweep/2/156/samples_used	1
sweep/2/156/confident_homalt_carriers	1
sweep/2/157/ratio	0000000000000000
sweep/2/157/real_variant	0000000000000000
sweep/2/157/hidden_paralog	0000000000000000
sweep/2/157/samples_used	0
sweep/2/157/confident_homalt_carriers	0
sweep/2/158/ratio	c04586d3b203fa1c
sweep/2/158/real_variant	c0551aad12d6c3ad
sweep/2/158/hidden_paralog	c05fde16ebd8c0bb
sweep/2/158/samples_used	2
sweep/2/158/confident_homalt_carriers	1
sweep/2/159/ratio	406e4c11e453ccfe
sweep/2/159/real_variant	c0810405b3a4fabd
sweep/2/159/hidden_paralog	c072e20275200efb
sweep/2/159/samples_used	2
sweep/2/159/confident_homalt_carriers	0
sweep/2/160/ratio	c065354c6ffee486
sweep/2/160/real_variant	c036511cd8d45971
sweep/2/160/hidden_paralog	c067ff700b196fb4
sweep/2/160/samples_used	1
sweep/2/160/confident_homalt_carriers	1
sweep/2/161/ratio	405edb61ecf33d1c
sweep/2/161/real_variant	c07673c144577560
sweep/2/161/hidden_paralog	c06d79d192354c32
sweep/2/161/samples_used	2
sweep/2/161/confident_homalt_carriers	0
sweep/2/162/ratio	4023fbf0581bfa60
sweep/2/162/real_variant	c0520918976921ce
sweep/2/162/hidden_paralog	c04f133518cb4504
sweep/2/162/samples_used	1
sweep/2/162/confident_homalt_carriers	0
sweep/2/163/ratio	40325888095c37ec
sweep/2/163/real_variant	c036c8905a841a56
sweep/2/163/hidden_paralog	c011c021449f89a7
sweep/2/163/samples_used	2
sweep/2/163/confident_homalt_carriers	0
sweep/2/164/ratio	0000000000000000
sweep/2/164/real_variant	0000000000000000
sweep/2/164/hidden_paralog	0000000000000000
sweep/2/164/samples_used	0
sweep/2/164/confident_homalt_carriers	0
sweep/2/165/ratio	403174e0d0462074
sweep/2/165/real_variant	c040aba14a9be645
sweep/2/165/hidden_paralog	c02fc4c389e3582d
sweep/2/165/samples_used	1
sweep/2/165/confident_homalt_carriers	0
sweep/2/166/ratio	c00018b4055fa820
sweep/2/166/real_variant	c051583d73f192d0
sweep/2/166/hidden_paralog	c051d903141c9011
sweep/2/166/samples_used	1
sweep/2/166/confident_homalt_carriers	0
sweep/2/167/ratio	4069d146cec50de0
sweep/2/167/real_variant	c072aa1413d08cec
sweep/2/167/hidden_paralog	c05705c2b1b817f1
sweep/2/167/samples_used	1
sweep/2/167/confident_homalt_carriers	0
sweep/2/168/ratio	40538632f0c7d534
sweep/2/168/real_variant	c06c932a49f4a881
sweep/2/168/hidden_paralog	c062d010d190bde7
sweep/2/168/samples_used	1
sweep/2/168/confident_homalt_carriers	0
sweep/2/169/ratio	4060d248c1b17d2e
sweep/2/169/real_variant	c07a1b97b2fb5bd9
sweep/2/169/hidden_paralog	c071b27352229d42
sweep/2/169/samples_used	2
sweep/2/169/confident_homalt_carriers	0
sweep/2/170/ratio	c04800d734154a24
sweep/2/170/real_variant	c02d225aab234990
sweep/2/170/hidden_paralog	c04f496ddede1c88
sweep/2/170/samples_used	1
sweep/2/170/confident_homalt_carriers	1
sweep/2/171/ratio	c0624897eb89b145
sweep/2/171/real_variant	c06041d14ec5423b
sweep/2/171/hidden_paralog	c07145349d2779c0
sweep/2/171/samples_used	2
sweep/2/171/confident_homalt_carriers	1
sweep/2/172/ratio	40742258704e4721
sweep/2/172/real_variant	c0885340449108ce
sweep/2/172/hidden_paralog	c07c842818d3ca7b
sweep/2/172/samples_used	2
sweep/2/172/confident_homalt_carriers	0
sweep/2/173/ratio	40561e6f65820b93
sweep/2/173/real_variant	c058bbeb1c954413
sweep/2/173/hidden_paralog	c024ebddb899c400
sweep/2/173/samples_used	1
sweep/2/173/confident_homalt_carriers	0
sweep/2/174/ratio	4044e229b9c3a774
sweep/2/174/real_variant	c070e4b02419c577
sweep/2/174/hidden_paralog	c06c90d5d9c2a111
sweep/2/174/samples_used	2
sweep/2/174/confident_homalt_carriers	0
sweep/2/175/ratio	c04ba0d0a6cacad0
sweep/2/175/real_variant	c07265ff784863f2
sweep/2/175/hidden_paralog	c075da198d21bd4c
sweep/2/175/samples_used	2
sweep/2/175/confident_homalt_carriers	1
sweep/2/176/ratio	406d775698d2235b
sweep/2/176/real_variant	c074da2066224a3e
sweep/2/176/hidden_paralog	c05879d466e4e242
sweep/2/176/samples_used	1
sweep/2/176/confident_homalt_carriers	1
sweep/2/177/ratio	40952c5d5e235940
sweep/2/177/real_variant	c09a190a3ed1a446
sweep/2/177/hidden_paralog	c073b2b382b92c16
sweep/2/177/samples_used	2
sweep/2/177/confident_homalt_carriers	0
sweep/2/178/ratio	40451f38792fb218
sweep/2/178/real_variant	c06723a93caf9269
sweep/2/178/hidden_paralog	c061dbdb1e63a5e3
sweep/2/178/samples_used	2
sweep/2/178/confident_homalt_carriers	0
sweep/2/179/ratio	404487a8d3e0643c
sweep/2/179/real_variant	c0665d0dabc1bc12
sweep/2/179/hidden_paralog	c0613b2376c9a303
sweep/2/179/samples_used	2
sweep/2/179/confident_homalt_carriers	0
sweep/2/180/ratio	c06be62eecbd3b82
sweep/2/180/real_variant	c0663e233117a5de
sweep/2/180/hidden_paralog	c07912290eea70b0
sweep/2/180/samples_used	2
sweep/2/180/confident_homalt_carriers	2
sweep/2/181/ratio	403724b7546a548c
sweep/2/181/real_variant	c05bb6ac0819fedd
sweep/2/181/hidden_paralog	c055ed7e32ff69ba
sweep/2/181/samples_used	1
sweep/2/181/confident_homalt_carriers	0
sweep/2/182/ratio	40641b2500489fff
sweep/2/182/real_variant	c075909d1df5c472
sweep/2/182/hidden_paralog	c06706153ba2e8e5
sweep/2/182/samples_used	1
sweep/2/182/confident_homalt_carriers	1
sweep/2/183/ratio	4063f0d134239912
sweep/2/183/real_variant	c06dd0fb76152d46
sweep/2/183/hidden_paralog	c053c05483e32869
sweep/2/183/samples_used	2
sweep/2/183/confident_homalt_carriers	0
sweep/2/184/ratio	40263dbb3e1c4c48
sweep/2/184/real_variant	c060465e6dfaf5d7
sweep/2/184/hidden_paralog	c05dc50574326225
sweep/2/184/samples_used	1
sweep/2/184/confident_homalt_carriers	0
sweep/2/185/ratio	bfe339bfc9b56ba0
sweep/2/185/real_variant	c016831366573888
sweep/2/185/hidden_paralog	c018ea4b5f8de5fc
sweep/2/185/samples_used	1
sweep/2/185/confident_homalt_carriers	0
sweep/2/186/ratio	c065f197302e0d05
sweep/2/186/real_variant	c061ab6b12ad8533
sweep/2/186/hidden_paralog	c073ce81216dc91c
sweep/2/186/samples_used	2
sweep/2/186/confident_homalt_carriers	1
sweep/2/187/ratio	40954784e1dc2604
sweep/2/187/real_variant	c0991c661786f508
sweep/2/187/hidden_paralog	c06ea709ad567823
sweep/2/187/samples_used	2
sweep/2/187/confident_homalt_carriers	0
sweep/2/188/ratio	c052a73a9040a7c4
sweep/2/188/real_variant	c066b4239d233bc4
sweep/2/188/hidden_paralog	c07003e072a1c7d3
sweep/2/188/samples_used	2
sweep/2/188/confident_homalt_carriers	0
sweep/2/189/ratio	0000000000000000
sweep/2/189/real_variant	0000000000000000
sweep/2/189/hidden_paralog	0000000000000000
sweep/2/189/samples_used	0
sweep/2/189/confident_homalt_carriers	0
sweep/2/190/ratio	c02d3594676d12d0
sweep/2/190/real_variant	c06aae6887115d14
sweep/2/190/hidden_paralog	c06c81c1cd882e41
sweep/2/190/samples_used	1
sweep/2/190/confident_homalt_carriers	0
sweep/2/191/ratio	402ee190a2f50158
sweep/2/191/real_variant	c0591e333681bd9a
sweep/2/191/hidden_paralog	c055420122231d6f
sweep/2/191/samples_used	1
sweep/2/191/confident_homalt_carriers	0
sweep/2/192/ratio	407fa408eedfd2b6
sweep/2/192/real_variant	c084d93290536f3e
sweep/2/192/hidden_paralog	c0641cb8638e178c
sweep/2/192/samples_used	2
sweep/2/192/confident_homalt_carriers	0
sweep/2/193/ratio	4059addc9f1a39e0
sweep/2/193/real_variant	c05bcbe5f68c1c29
sweep/2/193/hidden_paralog	c020f04abb8f1246
sweep/2/193/samples_used	2
sweep/2/193/confident_homalt_carriers	0
sweep/2/194/ratio	40534331f538dcc0
sweep/2/194/real_variant	c075653947611bd4
sweep/2/194/hidden_paralog	c070946cca12e4a4
sweep/2/194/samples_used	2
sweep/2/194/confident_homalt_carriers	0
sweep/2/195/ratio	40208c21c2b5e140
sweep/2/195/real_variant	c07019dec636006a
sweep/2/195/hidden_paralog	c06f2afb7040a2c0
sweep/2/195/samples_used	1
sweep/2/195/confident_homalt_carriers	0
sweep/2/196/ratio	406345ee7f81680a
sweep/2/196/real_variant	c07eac8970b68a1c
sweep/2/196/hidden_paralog	c075099230f5d617
sweep/2/196/samples_used	2
sweep/2/196/confident_homalt_carriers	0
sweep/2/197/ratio	c0507933acdf287c
sweep/2/197/real_variant	c00e5ffeb21810bf
sweep/2/197/hidden_paralog	c0516c33a26fe902
sweep/2/197/samples_used	1
sweep/2/197/confident_homalt_carriers	1
sweep/2/198/ratio	40471516b3bda952
sweep/2/198/real_variant	c059c8b10062bf9f
sweep/2/198/hidden_paralog	c04c7c4b4d07d5ec
sweep/2/198/samples_used	2
sweep/2/198/confident_homalt_carriers	0
sweep/2/199/ratio	c010c8e441d4f6c0
sweep/2/199/real_variant	c05582cd52a4fabe
sweep/2/199/hidden_paralog	c0568f5b96c24a2a
sweep/2/199/samples_used	1
sweep/2/199/confident_homalt_carriers	0
sweep/10/0/ratio	40b559fd82c28a3a
sweep/10/0/real_variant	c0b7c30b7050e319
sweep/10/0/hidden_paralog	c083486f6c72c6fa
sweep/10/0/samples_used	6
sweep/10/0/confident_homalt_carriers	0
sweep/10/1/ratio	4097fe35e0169b3a
sweep/10/1/real_variant	c0a2b0b51ca47301
sweep/10/1/hidden_paralog	c08ac668b2649590
sweep/10/1/samples_used	8
sweep/10/1/confident_homalt_carriers	0
sweep/10/2/ratio	4085d5d2b0f132a6
sweep/10/2/real_variant	c09c488fe27824fc
sweep/10/2/hidden_paralog	c0915da689ff8ba9
sweep/10/2/samples_used	9
sweep/10/2/confident_homalt_carriers	1
sweep/10/3/ratio	40540f5787eceb80
sweep/10/3/real_variant	c086bc07f761c048
sweep/10/3/hidden_paralog	c0843a1d066422d8
sweep/10/3/samples_used	6
sweep/10/3/confident_homalt_carriers	0
sweep/10/4/ratio	408293419a89fdd8
sweep/10/4/real_variant	c0953bbd9dac66a8
sweep/10/4/hidden_paralog	c087e439a0cecf78
sweep/10/4/samples_used	10
sweep/10/4/confident_homalt_carriers	0
sweep/10/5/ratio	40686c489146b088
sweep/10/5/real_variant	c08c3929118b9838
sweep/10/5/hidden_paralog	c0861e16ed39ec16
sweep/10/5/samples_used	6
sweep/10/5/confident_homalt_carriers	0
sweep/10/6/ratio	40821d82f29aadf8
sweep/10/6/real_variant	c09cdf308c2a8694
sweep/10/6/hidden_paralog	c093d06f12dd2f98
sweep/10/6/samples_used	8
sweep/10/6/confident_homalt_carriers	0
sweep/10/7/ratio	406c4c69a045c624
sweep/10/7/real_variant	c0907b9a281e44f9
sweep/10/7/hidden_paralog	c089e419e82b1869
sweep/10/7/samples_used	9
sweep/10/7/confident_homalt_carriers	2
sweep/10/8/ratio	408e2aa298c6d3aa
sweep/10/8/real_variant	c0a12129150c5b2c
sweep/10/8/hidden_paralog	c0932d00ddb54c83
sweep/10/8/samples_used	9
sweep/10/8/confident_homalt_carriers	1
sweep/10/9/ratio	40705d5b1c56f4c2
sweep/10/9/real_variant	c09284ed088e7bfe
sweep/10/9/hidden_paralog	c08cdb2c82f17d9b
sweep/10/9/samples_used	7
sweep/10/9/confident_homalt_carriers	2
sweep/10/10/ratio	4069c801cc4f8810
sweep/10/10/real_variant	c09e0824edf1f2cb
sweep/10/10/hidden_paralog	c09acf24b46801c9
sweep/10/10/samples_used	9
sweep/10/10/confident_homalt_carriers	1
sweep/10/11/ratio	40bafbb083e6297c
sweep/10/11/real_variant	c0bdfbf351a7f532
sweep/10/11/hidden_paralog	c08802166e0e5daf
sweep/10/11/samples_used	7
sweep/10/11/confident_homalt_carriers	1
sweep/10/12/ratio	4065052aedec253c
sweep/10/12/real_variant	c08b1be8a6629b08
sweep/10/12/hidden_paralog	c085da9deae791b9
sweep/10/12/samples_used	5
sweep/10/12/confident_homalt_carriers	0
sweep/10/13/ratio	40a094c3ac44e1d4
sweep/10/13/real_variant	c0a503b29c21db59
sweep/10/13/hidden_paralog	c081bbbbbf73e612
sweep/10/13/samples_used	7
sweep/10/13/confident_homalt_carriers	0
sweep/10/14/ratio	40ab7306ee1c75a7
sweep/10/14/real_variant	c0b22b052e5e53aa
sweep/10/14/hidden_paralog	c091c606dd40635a
sweep/10/14/samples_used	8
sweep/10/14/confident_homalt_carriers	1
sweep/10/15/ratio	40760446f195ec90
sweep/10/15/real_variant	c093fdfa26364be4
sweep/10/15/hidden_paralog	c08cf9d0d3a1a180
sweep/10/15/samples_used	8
sweep/10/15/confident_homalt_carriers	2
sweep/10/16/ratio	4035fb7591d56480
sweep/10/16/real_variant	c089b2f65a5f3704
sweep/10/16/hidden_paralog	c089031aadd08be0
sweep/10/16/samples_used	7
sweep/10/16/confident_homalt_carriers	2
sweep/10/17/ratio	c06773024aed0010
sweep/10/17/real_variant	c09d86cb45c1ea40
sweep/10/17/hidden_paralog	c0a03a95c78fc521
sweep/10/17/samples_used	8
sweep/10/17/confident_homalt_carriers	1
sweep/10/18/ratio	40834abdf6f63c9d
sweep/10/18/real_variant	c0980ea5a90ee550
sweep/10/18/hidden_paralog	c08cd28d5b278e03
sweep/10/18/samples_used	7
sweep/10/18/confident_homalt_carriers	0
sweep/10/19/ratio	405021b54ee8d400
sweep/10/19/real_variant	c08823c131dd67e2
sweep/10/19/hidden_paralog	c0861f8a88004d62
sweep/10/19/samples_used	7
sweep/10/19/confident_homalt_carriers	0
sweep/10/20/ratio	c06e22ecdf8f91a8
sweep/10/20/real_variant	c088d17160fdaecc
sweep/10/20/hidden_paralog	c0902d164c70c99b
sweep/10/20/samples_used	7
sweep/10/20/confident_homalt_carriers	2
sweep/10/21/ratio	407f3cf287959061
sweep/10/21/real_variant	c08ae3d2075ea384
sweep/10/21/hidden_paralog	c0768ab18727b6a7
sweep/10/21/samples_used	5
sweep/10/21/confident_homalt_carriers	1
sweep/10/22/ratio	407781254eab07b6
sweep/10/22/real_variant	c08c43ee4c4631e4
sweep/10/22/hidden_paralog	c080835ba4f0ae09
sweep/10/22/samples_used	5
sweep/10/22/confident_homalt_carriers	0
sweep/10/23/ratio	c062c84ace657020
sweep/10/23/real_variant	c07a710bd87ae582
sweep/10/23/hidden_paralog	c081ea989fd6cec9
sweep/10/23/samples_used	7
sweep/10/23/confident_homalt_carriers	2
sweep/10/24/ratio	4096cbca37637021
sweep/10/24/real_variant	c09e735abb242907
sweep/10/24/hidden_paralog	c07e9e420f02e397
sweep/10/24/samples_used	8
sweep/10/24/confident_homalt_carriers	1
sweep/10/25/ratio	c063299bcd936ed4
sweep/10/25/real_variant	c08d91bf3cdfc477
sweep/10/25/hidden_paralog	c0912e1318225016
sweep/10/25/samples_used	9
sweep/10/25/confident_homalt_carriers	3
sweep/10/26/ratio	4065558a19fd2eb0
sweep/10/26/real_variant	c08bfac8c22c5afe
sweep/10/26/hidden_paralog	c086a5663bad0f52
sweep/10/26/samples_used	7
sweep/10/26/confident_homalt_carriers	0
sweep/10/27/ratio	4054ca3300aeeff8
sweep/10/27/real_variant	c0824361ba1ba094
sweep/10/27/hidden_paralog	c07f5436b40b852a
sweep/10/27/samples_used	5
sweep/10/27/confident_homalt_carriers	0
sweep/10/28/ratio	40853da22ad826ea
sweep/10/28/real_variant	c0a078a9d4832a86
sweep/10/28/hidden_paralog	c0965282939a4197
sweep/10/28/samples_used	9
sweep/10/28/confident_homalt_carriers	0
sweep/10/29/ratio	40a754d2d1f8d6b6
sweep/10/29/real_variant	c0aeac8676a369dc
sweep/10/29/hidden_paralog	c08d5ece92aa4c96
sweep/10/29/samples_used	7
sweep/10/29/confident_homalt_carriers	1
sweep/10/30/ratio	c06982b3239a7954
sweep/10/30/real_variant	c08513f2522cda28
sweep/10/30/hidden_paralog	c08b749f1b13787d
sweep/10/30/samples_used	8
sweep/10/30/confident_homalt_carriers	3
sweep/10/31/ratio	c05225068d404598
sweep/10/31/real_variant	c086839c89d74dc3
sweep/10/31/hidden_paralog	c088c83d5b7f5676
sweep/10/31/samples_used	8
sweep/10/31/confident_homalt_carriers	2
sweep/10/32/ratio	407f914f169d93fa
sweep/10/32/real_variant	c094edbb11080920
sweep/10/32/hidden_paralog	c08a12ce96c14843
sweep/10/32/samples_used	9
sweep/10/32/confident_homalt_carriers	1
sweep/10/33/ratio	402c2b603f131900
sweep/10/33/real_variant	c0899e5e7af0a212
sweep/10/33/hidden_paralog	c0892db0f9f455ae
sweep/10/33/samples_used	5
sweep/10/33/confident_homalt_carriers	0
sweep/10/34/ratio	40631a1987b8c788
sweep/10/34/real_variant	c08806283aaf64a1
sweep/10/34/hidden_paralog	c0833fa1d8c132bf
sweep/10/34/samples_used	7
sweep/10/34/confident_homalt_carriers	1
sweep/10/35/ratio	4045f985e9af2800
sweep/10/35/real_variant	c08ce068caeb9ecd
sweep/10/35/hidden_paralog	c08b80d06c50ac4d
sweep/10/35/samples_used	7
sweep/10/35/confident_homalt_carriers	2
sweep/10/36/ratio	4080a09621760322
sweep/10/36/real_variant	c09af3536a6a1fa0
sweep/10/36/hidden_paralog	c092a30859af1e0f
sweep/10/36/samples_used	9
sweep/10/36/confident_homalt_carriers	2
sweep/10/37/ratio	407ac080ca923558
sweep/10/37/real_variant	c094bdf075ff5fd1
sweep/10/37/hidden_paralog	c08c1ba086b5a4f6
sweep/10/37/samples_used	8
sweep/10/37/confident_homalt_carriers	0
sweep/10/38/ratio	40580cde543a8e84
sweep/10/38/real_variant	c082ec7e7d4e57a3
sweep/10/38/hidden_paralog	c07fd5c5658e0ba5
sweep/10/38/samples_used	6
sweep/10/38/confident_homalt_carriers	0
sweep/10/39/ratio	409087bb8cd89f9f
sweep/10/39/real_variant	c0a175839a7cb4f7
sweep/10/39/hidden_paralog	c092634ba820ca4f
sweep/10/39/samples_used	10
sweep/10/39/confident_homalt_carriers	0
sweep/10/40/ratio	4056d85765992c00
sweep/10/40/real_variant	c09177b708681334
sweep/10/40/hidden_paralog	c0900a31920e8074
sweep/10/40/samples_used	10
sweep/10/40/confident_homalt_carriers	0
sweep/10/41/ratio	4070c86a5805281a
sweep/10/41/real_variant	c08d08ec9012bcbe
sweep/10/41/hidden_paralog	c084a4b7641028b1
sweep/10/41/samples_used	7
sweep/10/41/confident_homalt_carriers	2
sweep/10/42/ratio	c056ba2fc0c9aa08
sweep/10/42/real_variant	c08cb1308413942d
sweep/10/42/hidden_paralog	c08f88767c2cc96e
sweep/10/42/samples_used	9
sweep/10/42/confident_homalt_carriers	3
sweep/10/43/ratio	c04685b99e126350
sweep/10/43/real_variant	c0880fba867a24e4
sweep/10/43/hidden_paralog	c0897816205b4b19
sweep/10/43/samples_used	8
sweep/10/43/confident_homalt_carriers	1
sweep/10/44/ratio	407562a731599b9e
sweep/10/44/real_variant	c0937e3a0d3c0d24
sweep/10/44/hidden_paralog	c08c4b2081cb4c79
sweep/10/44/samples_used	7
sweep/10/44/confident_homalt_carriers	1
sweep/10/45/ratio	406c960faa6d0618
sweep/10/45/real_variant	c08dbdf9c2a76404
sweep/10/45/hidden_paralog	c0869875d80c227e
sweep/10/45/samples_used	8
sweep/10/45/confident_homalt_carriers	0
sweep/10/46/ratio	408c9db451c76996
sweep/10/46/real_variant	c0a3e1b5da609fea
sweep/10/46/hidden_paralog	c09974918bdd8b09
sweep/10/46/samples_used	8
sweep/10/46/confident_homalt_carriers	3
sweep/10/47/ratio	409c9f0a300a7bf6
sweep/10/47/real_variant	c0a310fa362738d4
sweep/10/47/hidden_paralog	c08305d47887eb63
sweep/10/47/samples_used	7
sweep/10/47/confident_homalt_carriers	1
sweep/10/48/ratio	c05d7cbe68f8bbd0
sweep/10/48/real_variant	c07ff2f61ff7fde2
sweep/10/48/hidden_paralog	c083a912dd1b166b
sweep/10/48/samples_used	7
sweep/10/48/confident_homalt_carriers	1
sweep/10/49/ratio	c08194699254995e
sweep/10/49/real_variant	c090209317ae6805
sweep/10/49/hidden_paralog	c098eac7e0d8b4b4
sweep/10/49/samples_used	8
sweep/10/49/confident_homalt_carriers	2
sweep/10/50/ratio	c055d9378e7ef030
sweep/10/50/real_variant	c0912454806ae9d2
sweep/10/50/hidden_paralog	c09281e7f952d8d5
sweep/10/50/samples_used	9
sweep/10/50/confident_homalt_carriers	4
sweep/10/51/ratio	408ff257a93b505e
sweep/10/51/real_variant	c0a02bc0d554d266
sweep/10/51/hidden_paralog	c0905e55d60bfc9d
sweep/10/51/samples_used	8
sweep/10/51/confident_homalt_carriers	1
sweep/10/52/ratio	4082e785d09736d2
sweep/10/52/real_variant	c09749b59c959e7f
sweep/10/52/hidden_paralog	c08babe56894062c
sweep/10/52/samples_used	7
sweep/10/52/confident_homalt_carriers	1
sweep/10/53/ratio	40bbcc2a3e0533bc
sweep/10/53/real_variant	c0c0373789787401
sweep/10/53/hidden_paralog	c092891353aed11a
sweep/10/53/samples_used	9
sweep/10/53/confident_homalt_carriers	1
sweep/10/54/ratio	4093c7363a702026
sweep/10/54/real_variant	c0a02700b04e76dd
sweep/10/54/hidden_paralog	c0890d964c599b29
sweep/10/54/samples_used	7
sweep/10/54/confident_homalt_carriers	1
sweep/10/55/ratio	40b0ce6a455e6eb0
sweep/10/55/real_variant	c0b4ae73f14b9929
sweep/10/55/hidden_paralog	c08f004d5f6953ca
sweep/10/55/samples_used	7
sweep/10/55/confident_homalt_carriers	0
sweep/10/56/ratio	4063ae1c49cd68a0
sweep/10/56/real_variant	c09184c9e6e17842
sweep/10/56/hidden_paralog	c08e1e0cbb4f965c
sweep/10/56/samples_used	6
sweep/10/56/confident_homalt_carriers	1
sweep/10/57/ratio	c05d1094094f9d40
sweep/10/57/real_variant	c084bd481b933547
sweep/10/57/hidden_paralog	c0885f5a9cbd28ef
sweep/10/57/samples_used	6
sweep/10/57/confident_homalt_carriers	1
sweep/10/58/ratio	4089b03cc62fa2e6
sweep/10/58/real_variant	c0a07ba6b7ed95e8
sweep/10/58/hidden_paralog	c0941f2f0cc35a5d
sweep/10/58/samples_used	7
sweep/10/58/confident_homalt_carriers	3
sweep/10/59/ratio	404e0504a4b39460
sweep/10/59/real_variant	c0847e2004fdc518
